team,enemy,win,home,diff
WAS,BOS,1,1,15.0
SAS,DEN,1,1,14.0
LAC,BOS,1,1,14.0
IND,ORL,1,1,13.0
DEN,ORL,1,1,13.0
NOP,MEM,1,1,13.0
GSW,NYK,1,1,13.0
NYK,CHI,1,0,13.0
DEN,SAC,1,0,13.0
SAS,DAL,1,0,13.0
NOP,POR,1,1,12.0
TOR,DET,1,0,12.0
OKC,MIA,1,1,12.0
LAC,MIA,1,1,12.0
PHX,TOR,1,0,12.0
SAS,WAS,1,0,12.0
MIA,CHI,1,0,12.0
CHA,OKC,1,1,11.0
NYK,ORL,1,1,11.0
SAS,DET,1,0,11.0
MIA,WAS,1,1,11.0
DAL,MIL,1,1,11.0
DET,LAC,1,1,11.0
LAL,PHI,1,0,11.0
OKC,DAL,1,1,11.0
SAS,DET,1,1,10.0
IND,ORL,1,0,10.0
BOS,MIA,1,0,10.0
LAL,SAC,1,0,10.0
PHX,MIA,1,1,9.0
POR,ORL,1,0,9.0
DET,MIA,1,0,9.0
ATL,CHI,1,1,9.0
LAC,ORL,1,1,9.0
MEM,BKN,1,0,9.0
WAS,TOR,1,0,9.0
LAC,MEM,1,1,9.0
MEM,UTA,1,1,9.0
TOR,DAL,1,0,8.0
SAS,LAC,1,0,8.0
MIN,ATL,1,0,8.0
ORL,BKN,1,1,8.0
MIL,MIA,1,1,8.0
GSW,NOP,1,0,8.0
CLE,UTA,1,1,8.0
ATL,CHI,1,1,8.0
WAS,SAC,1,0,8.0
NOP,LAL,1,0,8.0
PHX,TOR,1,1,8.0
CLE,BKN,1,0,8.0
MIA,DEN,1,0,8.0
BOS,CHA,1,1,8.0
PHI,MIA,1,1,8.0
TOR,BOS,1,0,7.0
POR,MIA,1,1,7.0
LAL,ATL,1,0,7.0
DAL,MEM,1,0,7.0
DAL,CLE,1,1,7.0
ATL,PHI,1,0,7.0
LAL,BKN,1,1,7.0
DEN,PHX,1,1,7.0
UTA,DEN,1,1,7.0
IND,PHI,1,1,7.0
DET,BOS,1,0,7.0
CLE,CHA,1,0,7.0
CHA,ORL,1,0,7.0
DAL,MIA,1,1,7.0
MIA,HOU,1,1,6.0
NOP,MIL,1,0,6.0
NYK,IND,1,1,6.0
IND,DET,1,0,5.0
SAS,OKC,1,0,5.0
ATL,NOP,1,0,5.0
NOP,PHX,1,1,5.0
SAC,DET,1,0,5.0
BKN,DEN,1,1,5.0
DET,HOU,1,0,5.0
CHA,WAS,1,1,5.0
PHX,ORL,1,0,5.0
DET,LAL,1,0,5.0
DET,CLE,1,1,5.0
MIA,DAL,1,1,4.0
OKC,SAC,1,0,4.0
NYK,SAS,1,1,4.0
POR,SAS,1,0,4.0
NYK,POR,1,1,4.0
WAS,BKN,1,0,4.0
DEN,MIL,1,1,4.0
SAC,MIN,1,1,3.0
NYK,DET,1,1,3.0
PHI,NYK,1,1,3.0
NYK,CHA,1,1,3.0
MEM,MIA,1,0,3.0
DAL,LAC,1,1,2.0
TOR,MIA,1,1,2.0
POR,CHI,1,0,2.0
ORL,WAS,1,1,2.0
ATL,OKC,1,0,2.0
UTA,LAL,1,0,2.0
PHX,NYK,1,1,2.0
PHX,NYK,1,0,2.0
NYK,PHI,1,1,1.0
MIL,NYK,1,0,1.0
ATL,CLE,1,1,1.0
MIN,IND,1,0,1.0
SAS,IND,1,1,1.0
UTA,SAC,0,1,-1.0
ATL,IND,0,1,-1.0
GSW,CLE,0,0,-1.0
NYK,TOR,0,1,-1.0
ATL,PHX,0,0,-2.0
PHI,SAC,0,0,-2.0
SAS,ATL,0,0,-2.0
LAC,DAL,0,0,-2.0
DAL,PHX,0,1,-2.0
PHI,ORL,0,1,-2.0
MEM,POR,0,0,-3.0
MIN,DEN,0,1,-3.0
PHI,ORL,0,0,-3.0
TOR,SAC,0,0,-3.0
DEN,TOR,0,0,-3.0
SAS,PHX,0,0,-3.0
UTA,OKC,0,0,-3.0
SAC,CHI,0,0,-3.0
MEM,OKC,0,1,-3.0
LAC,MEM,0,1,-4.0
SAS,CHI,0,0,-4.0
LAL,PHX,0,1,-4.0
POR,DAL,0,1,-4.0
SAC,OKC,0,1,-4.0
MEM,DAL,0,0,-4.0
BKN,WAS,0,1,-4.0
MIL,DEN,0,0,-4.0
IND,SAS,0,1,-4.0
NOP,MIL,0,1,-4.0
OKC,MIL,0,0,-4.0
BKN,CHA,0,1,-4.0
LAC,DEN,0,1,-4.0
MIA,IND,0,0,-4.0
PHI,BOS,0,0,-4.0
MIL,BOS,0,1,-4.0
PHX,CLE,0,1,-4.0
IND,CHI,0,0,-5.0
BOS,OKC,0,1,-5.0
SAC,SAS,0,1,-5.0
BKN,PHI,0,1,-5.0
MIL,WAS,0,1,-6.0
MIN,SAC,0,1,-6.0
HOU,MIA,0,0,-6.0
SAC,IND,0,1,-6.0
GSW,UTA,0,1,-6.0
IND,MIA,0,0,-6.0
CHA,BOS,0,1,-6.0
POR,TOR,0,0,-6.0
UTA,SAS,0,0,-6.0
OKC,PHX,0,0,-7.0
MIA,DAL,0,0,-7.0
CHA,CHI,0,0,-7.0
MEM,NYK,0,0,-7.0
NOP,TOR,0,1,-7.0
CHI,LAC,0,0,-7.0
NYK,UTA,0,0,-7.0
DAL,PHX,0,1,-7.0
CHA,BOS,0,1,-7.0
DET,ATL,0,0,-7.0
LAL,UTA,0,0,-7.0
PHX,MIN,0,0,-7.0
DET,PHX,0,0,-7.0
SAC,HOU,0,1,-7.0
CLE,MIA,0,1,-8.0
DEN,GSW,0,0,-8.0
CLE,MEM,0,0,-8.0
SAS,MEM,0,0,-8.0
CLE,UTA,0,0,-8.0
BKN,CLE,0,1,-8.0
SAC,LAC,0,1,-8.0
MIN,GSW,0,1,-8.0
ORL,NYK,0,1,-8.0
UTA,OKC,0,0,-8.0
ORL,OKC,0,1,-8.0
DET,BKN,0,0,-8.0
SAC,NYK,0,0,-8.0
BOS,TOR,0,0,-8.0
NOP,MIA,0,0,-8.0
MIN,CLE,0,1,-8.0
CHI,ATL,0,0,-8.0
BKN,NOP,0,1,-9.0
MIA,TOR,0,0,-9.0
UTA,MEM,0,0,-9.0
BKN,DAL,0,0,-9.0
POR,BOS,0,1,-9.0
DEN,POR,0,0,-9.0
PHI,TOR,0,1,-9.0
DEN,CHA,0,1,-10.0
MEM,BOS,0,0,-10.0
DAL,CHA,0,0,-10.0
ATL,LAC,0,1,-10.0
MIA,BOS,0,1,-10.0
MEM,IND,0,0,-10.0
MIL,CLE,0,0,-11.0
MEM,LAC,0,1,-11.0
BOS,NYK,0,1,-11.0
OKC,CHA,0,0,-11.0
MIA,POR,0,1,-11.0
DEN,DET,0,1,-11.0
MIN,HOU,0,0,-12.0
SAC,CLE,0,1,-12.0
CHA,CLE,0,1,-12.0
SAS,GSW,0,1,-12.0
MIL,DEN,0,1,-12.0
MEM,DET,0,1,-13.0
IND,LAL,0,0,-13.0
NYK,TOR,0,1,-13.0
SAC,POR,0,0,-13.0
MEM,NOP,0,0,-13.0
DAL,BOS,0,1,-13.0
SAC,HOU,0,1,-13.0
PHX,HOU,0,1,-14.0
MIN,TOR,0,0,-14.0
CLE,ATL,0,1,-14.0
DET,NYK,0,0,-14.0
MIN,NOP,0,0,-14.0
MEM,GSW,0,1,-15.0
DEN,OKC,0,0,-15.0
DAL,ATL,0,1,-15.0
CHA,MEM,0,1,-15.0
PHX,IND,0,1,-15.0
LAL,MIN,0,0,-15.0
CHA,GSW,0,0,-15.0
CLE,POR,0,0,-16.0
MIL,UTA,0,0,-16.0
PHI,CHI,0,1,-16.0
PHI,SAS,0,0,-16.0
LAC,MIN,0,0,-16.0
PHI,ORL,0,1,-17.0
DEN,HOU,0,1,-18.0
ORL,ATL,0,1,-19.0
ORL,CHA,0,1,-19.0
CLE,LAC,0,1,-19.0
SAC,UTA,0,0,-20.0
DEN,MEM,0,1,-20.0
LAL,POR,0,1,-21.0
ORL,CHA,0,0,-21.0
GSW,MEM,0,0,-21.0
CHI,HOU,0,1,-21.0
IND,CHA,0,0,-22.0
NOP,HOU,0,0,-22.0
POR,UTA,0,0,-23.0
CHA,DET,0,1,-23.0
MEM,HOU,0,1,-24.0
PHI,MIN,0,0,-24.0
DEN,UTA,0,0,-25.0
POR,CHI,0,1,-25.0
MIL,GSW,0,0,-25.0
ATL,WAS,0,1,-26.0
NYK,CLE,0,0,-29.0
HOU,LAC,0,0,-29.0
UTA,GSW,0,0,-30.0
ORL,BOS,0,0,-30.0
ORL,CHI,0,0,-32.0
CLE,GSW,0,0,-35.0
LAL,PHX,0,0,-36.0
LAC,LAL,1,1,36.0
OKC,PHI,1,1,33.0
DEN,BKN,1,0,24.0
MEM,CHA,1,1,22.0
MIA,MIL,1,0,21.0
NOP,CHA,1,1,21.0
ORL,BKN,1,1,21.0
MEM,HOU,1,1,18.0
MIN,BOS,1,1,18.0
SAC,PHI,1,0,17.0
IND,NOP,1,1,17.0
DET,PHI,1,1,17.0
SAC,MIL,1,1,17.0
IND,CHI,1,1,17.0
BKN,CHI,1,1,16.0
CHI,TOR,1,0,16.0
SAS,MEM,1,0,16.0
BOS,MIL,1,0,16.0
PHI,CLE,1,1,15.0
MIA,PHX,1,1,15.0
WAS,CHI,1,0,14.0
HOU,CLE,1,1,14.0
HOU,LAL,1,1,14.0
OKC,NOP,1,0,14.0
WAS,IND,1,1,13.0
TOR,IND,1,1,13.0
LAL,MIN,1,1,13.0
CHA,DET,1,0,12.0
CHI,MIL,1,1,12.0
DAL,MEM,1,1,12.0
DEN,PHI,1,0,11.0
CLE,UTA,1,0,11.0
MIN,POR,1,1,11.0
ORL,MIL,1,1,11.0
IND,ORL,1,1,10.0
BOS,UTA,1,1,10.0
DET,SAC,1,1,10.0
DET,MIA,1,0,10.0
TOR,WAS,1,0,10.0
PHX,CHA,1,1,10.0
MIA,TOR,1,1,10.0
WAS,POR,1,1,10.0
CHA,ORL,1,0,10.0
NOP,MIA,1,1,10.0
HOU,MIL,1,1,10.0
DAL,DET,1,1,10.0
MIL,PHI,1,1,10.0
DAL,UTA,1,1,10.0
UTA,MIL,1,1,9.0
LAL,BOS,1,1,9.0
WAS,NYK,1,1,9.0
ORL,CHA,1,0,9.0
SAS,DAL,1,0,9.0
DEN,NOP,1,1,9.0
BKN,MIA,1,1,9.0
ATL,PHI,1,1,8.0
POR,UTA,1,1,8.0
PHI,MIL,1,1,8.0
GSW,DEN,1,0,8.0
TOR,DAL,1,1,8.0
IND,DET,1,0,8.0
MIA,CHA,1,0,8.0
DEN,UTA,1,1,7.0
UTA,SAC,1,1,7.0
TOR,CLE,1,1,7.0
DET,MIL,1,0,7.0
SAS,PHX,1,0,7.0
SAC,PHX,1,0,7.0
MIN,PHI,1,1,7.0
CHI,MIA,1,1,7.0
NOP,LAL,1,0,7.0
PHX,NOP,1,1,7.0
WAS,DET,1,0,7.0
TOR,MIL,1,0,7.0
MIA,DET,1,1,6.0
DET,NYK,1,1,6.0
CHA,PHI,1,1,6.0
PHX,LAL,1,0,6.0
UTA,CHI,1,1,6.0
CHI,LAL,1,0,6.0
HOU,TOR,1,1,6.0
DET,IND,1,0,5.0
IND,BKN,1,0,5.0
MEM,MIA,1,1,5.0
MIA,MEM,1,1,5.0
DEN,MIN,1,1,4.0
LAC,MIN,1,1,4.0
WAS,MIN,1,1,4.0
BOS,NYK,1,1,4.0
BOS,MIN,1,1,4.0
DAL,GSW,1,1,4.0
SAC,HOU,1,0,4.0
SAC,POR,1,1,4.0
LAL,MEM,1,0,4.0
SAS,UTA,1,1,4.0
CLE,CHI,1,1,4.0
LAL,CHA,1,0,3.0
DAL,SAC,1,1,3.0
OKC,POR,1,0,3.0
POR,DET,1,0,2.0
ATL,WAS,1,1,2.0
CHI,TOR,1,0,2.0
SAS,MEM,1,0,2.0
CHI,LAL,1,1,2.0
NYK,PHX,1,1,2.0
NOP,DET,1,0,2.0
OKC,SAC,1,0,2.0
LAC,ATL,1,1,1.0
IND,MIA,1,1,1.0
DEN,WAS,1,0,1.0
POR,SAC,1,1,1.0
NYK,PHI,1,0,1.0
GSW,NOP,1,0,1.0
PHI,BOS,1,0,1.0
CHI,MIL,1,0,1.0
HOU,LAL,0,1,-1.0
MIA,BKN,0,0,-1.0
MIA,BKN,0,1,-1.0
BKN,IND,0,0,-1.0
ORL,UTA,0,0,-1.0
BOS,PHI,0,1,-1.0
TOR,CHA,0,0,-2.0
LAL,UTA,0,0,-2.0
WAS,BOS,0,1,-2.0
DAL,DEN,0,0,-2.0
BOS,GSW,0,0,-2.0
CLE,CHA,0,1,-2.0
POR,SAS,0,1,-2.0
PHX,NYK,0,0,-2.0
PHX,DAL,0,1,-3.0
CHA,UTA,0,0,-3.0
WAS,UTA,0,0,-3.0
LAL,MIL,0,0,-3.0
NOP,DAL,0,1,-3.0
MEM,NOP,0,1,-3.0
CHA,BOS,0,0,-3.0
BOS,NOP,0,1,-3.0
GSW,WAS,0,1,-3.0
WAS,MEM,0,0,-3.0
PHX,SAS,0,0,-3.0
ORL,OKC,0,0,-3.0
MIA,HOU,0,0,-3.0
DET,MEM,0,0,-3.0
BOS,LAL,0,1,-3.0
MIN,SAC,0,0,-3.0
POR,OKC,0,1,-3.0
MIN,OKC,0,1,-4.0
ORL,UTA,0,1,-4.0
SAC,DAL,0,0,-4.0
ATL,IND,0,1,-4.0
HOU,SAC,0,1,-4.0
CLE,MIA,0,1,-4.0
DEN,NOP,0,0,-4.0
LAC,MEM,0,1,-4.0
ORL,WAS,0,1,-4.0
LAC,MIA,0,1,-4.0
MIA,DEN,0,1,-4.0
POR,IND,0,0,-5.0
TOR,MIA,0,0,-5.0
DEN,SAS,0,0,-5.0
TOR,ATL,0,0,-5.0
MIA,UTA,0,0,-5.0
ORL,TOR,0,1,-5.0
BOS,IND,0,1,-5.0
POR,DAL,0,0,-5.0
CHA,CHI,0,0,-5.0
OKC,IND,0,0,-5.0
ORL,CLE,0,0,-6.0
DEN,POR,0,0,-6.0
LAC,MEM,0,0,-6.0
DAL,MIN,0,1,-6.0
PHI,BOS,0,1,-6.0
LAL,BKN,0,1,-6.0
SAS,OKC,0,0,-6.0
BOS,BKN,0,1,-6.0
DAL,SAS,0,0,-6.0
OKC,TOR,0,1,-6.0
PHX,WAS,0,1,-6.0
NOP,SAS,0,1,-6.0
BOS,CHA,0,1,-6.0
LAC,CLE,0,0,-6.0
DET,IND,0,0,-7.0
UTA,NOP,0,0,-7.0
BOS,MEM,0,1,-7.0
PHX,LAC,0,0,-7.0
MIN,TOR,0,1,-7.0
BOS,MEM,0,0,-7.0
PHX,SAS,0,1,-7.0
HOU,DAL,0,1,-7.0
ATL,WAS,0,0,-7.0
TOR,ATL,0,0,-7.0
MIA,CHI,0,0,-7.0
NOP,NYK,0,1,-7.0
MIL,BKN,0,1,-8.0
PHX,LAC,0,1,-8.0
UTA,LAC,0,0,-8.0
IND,DAL,0,1,-8.0
TOR,PHX,0,1,-8.0
MIL,ATL,0,1,-8.0
DET,IND,0,1,-8.0
CHA,MIA,0,1,-8.0
DAL,TOR,0,0,-8.0
POR,OKC,0,0,-8.0
DEN,MEM,0,0,-8.0
SAC,SAS,0,0,-8.0
MEM,BKN,0,1,-9.0
MIL,PHX,0,1,-9.0
ORL,SAS,0,0,-9.0
MIL,CHA,0,1,-9.0
SAC,PHI,0,1,-9.0
NOP,DEN,0,0,-9.0
UTA,LAC,0,1,-9.0
MIL,CHI,0,1,-9.0
PHI,TOR,0,1,-10.0
UTA,MEM,0,0,-10.0
DEN,UTA,0,1,-10.0
UTA,DAL,0,0,-10.0
LAL,WAS,0,1,-10.0
MIL,DEN,0,0,-10.0
MIA,NYK,0,0,-10.0
POR,ORL,0,0,-10.0
POR,MEM,0,0,-10.0
PHI,ORL,0,0,-11.0
IND,DAL,0,0,-11.0
SAC,MEM,0,1,-11.0
SAC,MIN,0,1,-11.0
HOU,LAC,0,1,-11.0
ORL,BKN,0,0,-11.0
UTA,GSW,0,1,-11.0
LAL,DAL,0,1,-12.0
GSW,POR,0,1,-12.0
CHI,MIA,0,0,-12.0
MIN,NYK,0,1,-12.0
NOP,LAC,0,1,-13.0
SAC,NOP,0,1,-13.0
ORL,CHI,0,0,-13.0
TOR,SAS,0,0,-13.0
TOR,LAC,0,0,-13.0
BOS,POR,0,1,-13.0
HOU,LAC,0,1,-13.0
NOP,LAC,0,0,-13.0
NYK,LAC,0,1,-14.0
SAS,BKN,0,0,-14.0
LAL,HOU,0,0,-14.0
BOS,CHI,0,0,-14.0
CLE,MEM,0,0,-14.0
POR,PHX,0,0,-14.0
NYK,TOR,0,0,-15.0
ORL,BOS,0,0,-15.0
DET,MIA,0,1,-15.0
PHI,DET,0,0,-15.0
LAL,MIL,0,1,-15.0
HOU,SAC,0,0,-15.0
DEN,UTA,0,0,-15.0
MIL,CLE,0,0,-15.0
DAL,POR,0,1,-16.0
BOS,WAS,0,1,-16.0
ORL,POR,0,0,-16.0
MIN,MEM,0,0,-17.0
MIA,WAS,0,0,-17.0
PHX,MEM,0,0,-19.0
SAC,MIA,0,0,-19.0
ORL,DAL,0,0,-19.0
HOU,LAC,0,0,-19.0
OKC,MIN,0,0,-19.0
LAC,PHX,0,1,-19.0
ORL,IND,0,0,-19.0
BOS,GSW,0,1,-20.0
ORL,LAC,0,0,-20.0
UTA,DET,0,1,-20.0
MIA,WAS,0,0,-21.0
DAL,SAS,0,0,-22.0
LAL,LAC,0,0,-23.0
DET,WAS,0,0,-24.0
BOS,HOU,0,0,-24.0
ATL,MIN,0,0,-24.0
UTA,CHI,0,0,-24.0
IND,OKC,0,0,-24.0
LAL,OKC,0,0,-25.0
IND,HOU,0,0,-26.0
UTA,MIN,0,0,-26.0
DEN,NYK,0,0,-27.0
DEN,CHI,0,0,-28.0
CHA,POR,0,0,-30.0
HOU,OKC,0,0,-31.0
LAL,MIN,0,0,-36.0
CLE,SAC,0,0,-44.0
CLE,MIL,1,1,40.0
UTA,DAL,1,1,37.0
NOP,SAC,1,1,36.0
SAC,TOR,1,0,34.0
WAS,ATL,1,0,28.0
ATL,UTA,1,1,27.0
OKC,DEN,1,0,26.0
POR,PHI,1,1,26.0
CHI,IND,1,1,26.0
LAL,DET,1,0,26.0
LAC,SAS,1,0,25.0
DEN,BKN,1,1,23.0
MIN,ORL,1,0,21.0
NYK,CHA,1,0,21.0
ORL,CHA,1,1,20.0
OKC,TOR,1,0,20.0
HOU,DEN,1,1,19.0
ORL,LAL,1,1,19.0
ORL,TOR,1,1,19.0
MIN,LAC,1,0,18.0
HOU,POR,1,1,18.0
ORL,NYK,1,1,18.0
PHI,WAS,1,1,18.0
LAL,DAL,1,1,17.0
ATL,ORL,1,1,17.0
LAC,WAS,1,0,16.0
MIN,MIA,1,1,16.0
HOU,WAS,1,1,16.0
HOU,LAL,1,1,16.0
DET,CHI,1,1,16.0
MIN,MEM,1,1,15.0
SAC,ATL,1,1,15.0
ORL,PHX,1,1,15.0
SAC,PHX,1,1,15.0
DEN,MEM,1,0,15.0
MIN,BKN,1,1,15.0
NYK,LAC,1,1,14.0
CLE,CHI,1,0,14.0
SAC,LAC,1,1,14.0
HOU,MEM,1,1,13.0
DAL,POR,1,0,13.0
LAC,PHX,1,0,13.0
PHI,CHI,1,1,13.0
BKN,CHA,1,0,12.0
DET,WAS,1,0,12.0
DEN,SAS,1,1,12.0
LAL,POR,1,0,12.0
DEN,POR,1,1,12.0
IND,PHI,1,1,12.0
MIL,DAL,1,0,12.0
MIA,SAS,1,1,12.0
CHI,CHA,1,1,11.0
NYK,SAC,1,1,11.0
GSW,DET,1,0,11.0
NOP,MIN,1,0,11.0
HOU,SAS,1,1,11.0
NOP,LAC,1,0,11.0
LAC,CHI,1,1,10.0
GSW,SAS,1,0,10.0
DAL,UTA,1,0,10.0
ORL,WAS,1,0,10.0
SAC,LAL,1,0,10.0
NOP,DAL,1,0,10.0
LAC,DEN,1,1,9.0
DEN,TOR,1,0,9.0
DEN,POR,1,1,9.0
HOU,SAC,1,0,8.0
DEN,PHX,1,0,8.0
CLE,WAS,1,0,8.0
ORL,WAS,1,0,8.0
MEM,SAS,1,1,8.0
MIL,CLE,1,0,8.0
BKN,WAS,1,1,8.0
OKC,CLE,1,1,8.0
MIA,ATL,1,0,8.0
GSW,POR,1,0,8.0
MIL,MIA,1,1,8.0
TOR,IND,1,0,8.0
CHI,MEM,1,0,8.0
LAL,NYK,1,0,8.0
MIN,SAS,1,1,8.0
LAL,PHI,1,1,7.0
DEN,CHA,1,0,7.0
CHA,SAC,1,0,7.0
UTA,LAL,1,1,7.0
ATL,PHI,1,1,7.0
PHI,CLE,1,1,7.0
CLE,DET,1,1,7.0
PHI,SAS,1,0,7.0
DEN,ATL,1,0,7.0
OKC,MIA,1,1,7.0
CLE,NYK,1,0,6.0
ATL,DET,1,0,6.0
DEN,MIA,1,1,6.0
NYK,MIN,1,1,6.0
OKC,MEM,1,0,6.0
CHI,MIN,1,1,6.0
DAL,HOU,1,1,6.0
LAC,MEM,1,0,6.0
MIL,DET,1,0,6.0
MIA,PHI,1,1,6.0
LAC,HOU,1,0,6.0
PHX,CLE,1,0,6.0
DET,BKN,1,1,6.0
ORL,WAS,1,1,5.0
BKN,PHI,1,1,5.0
LAL,IND,1,1,5.0
TOR,MEM,1,0,5.0
NOP,DEN,1,1,5.0
MIA,SAS,1,0,5.0
CLE,IND,1,0,5.0
MIL,SAS,1,0,4.0
ATL,WAS,1,0,4.0
BOS,NYK,1,0,4.0
CHI,PHI,1,0,4.0
BKN,IND,1,1,4.0
MEM,BKN,1,0,4.0
PHI,HOU,1,0,4.0
SAS,WAS,1,0,4.0
ORL,DET,1,0,3.0
LAL,PHX,1,0,3.0
POR,MIL,1,1,3.0
MIA,DET,1,0,3.0
CLE,CHI,1,1,3.0
DET,TOR,1,1,2.0
MIN,LAL,1,1,2.0
BKN,HOU,1,1,2.0
MEM,SAS,1,0,2.0
BOS,MEM,1,0,2.0
DAL,GSW,1,1,2.0
MIA,LAL,1,1,1.0
NYK,CHI,1,1,1.0
WAS,POR,1,0,1.0
PHX,SAC,1,0,1.0
BOS,SAC,1,1,1.0
NOP,MIN,0,1,-1.0
MIA,ATL,0,1,-1.0
BKN,MIA,0,1,-1.0
ATL,BKN,0,1,-1.0
DEN,OKC,0,1,-1.0
DEN,DAL,0,0,-2.0
GSW,DAL,0,0,-2.0
DET,HOU,0,1,-2.0
ATL,NYK,0,1,-2.0
TOR,DET,0,0,-2.0
ATL,TOR,0,1,-2.0
NYK,HOU,0,0,-2.0
UTA,ORL,0,1,-2.0
MIN,ORL,0,1,-2.0
NYK,PHX,0,1,-3.0
CLE,TOR,0,0,-3.0
ORL,MIA,0,0,-3.0
UTA,PHI,0,1,-3.0
HOU,IND,0,0,-3.0
TOR,BOS,0,1,-3.0
MIN,DEN,0,1,-3.0
CLE,OKC,0,1,-3.0
PHX,LAL,0,0,-3.0
WAS,TOR,0,0,-4.0
MIA,BOS,0,1,-4.0
LAC,MEM,0,1,-4.0
MIN,SAC,0,1,-4.0
PHI,BKN,0,0,-5.0
ORL,PHX,0,0,-5.0
MIA,CHI,0,0,-5.0
DEN,PHI,0,0,-5.0
SAS,WAS,0,1,-5.0
HOU,CLE,0,0,-5.0
IND,BOS,0,0,-5.0
SAS,GSW,0,0,-6.0
MIL,TOR,0,1,-6.0
CHA,MIN,0,1,-6.0
CHI,ORL,0,0,-6.0
HOU,POR,0,1,-6.0
GSW,MIN,0,1,-6.0
TOR,LAC,0,0,-6.0
ATL,NYK,0,1,-6.0
LAC,GSW,0,0,-6.0
MEM,CLE,0,1,-7.0
DAL,OKC,0,0,-7.0
MIA,PHI,0,0,-7.0
PHI,ATL,0,0,-7.0
IND,CHI,0,1,-7.0
MEM,NOP,0,1,-7.0
LAL,GSW,0,1,-7.0
UTA,NOP,0,0,-7.0
SAS,MIN,0,1,-7.0
DET,MIN,0,1,-7.0
SAC,GSW,0,1,-8.0
LAC,NOP,0,0,-8.0
POR,LAC,0,1,-8.0
DET,MIA,0,0,-8.0
CHI,LAL,0,0,-9.0
MIL,IND,0,1,-9.0
CHI,BKN,0,0,-9.0
NOP,ORL,0,1,-9.0
DEN,LAC,0,0,-9.0
WAS,CLE,0,1,-9.0
MEM,NOP,0,1,-9.0
SAC,MIA,0,0,-9.0
POR,HOU,0,1,-9.0
LAL,DEN,0,1,-10.0
BOS,IND,0,0,-10.0
ATL,PHI,0,1,-10.0
CHI,HOU,0,0,-10.0
NYK,MIA,0,0,-10.0
WAS,ORL,0,1,-10.0
NYK,GSW,0,1,-11.0
LAC,NOP,0,1,-11.0
WAS,GSW,0,1,-11.0
CHA,MIA,0,0,-11.0
BKN,DAL,0,1,-12.0
CHA,ORL,0,1,-12.0
CLE,IND,0,1,-12.0
BKN,LAL,0,1,-12.0
BKN,NYK,0,0,-12.0
CHA,MIL,0,1,-12.0
SAS,MIA,0,0,-12.0
MIL,NYK,0,1,-13.0
BKN,NOP,0,1,-13.0
MIN,SAC,0,1,-13.0
ATL,PHX,0,0,-13.0
SAS,HOU,0,0,-13.0
WAS,DAL,0,1,-13.0
CHI,TOR,0,0,-13.0
DET,IND,0,0,-14.0
UTA,PHX,0,0,-14.0
DAL,MEM,0,1,-14.0
LAL,GSW,0,1,-14.0
UTA,OKC,0,0,-14.0
CLE,HOU,0,0,-14.0
MIA,IND,0,1,-15.0
PHI,BKN,0,1,-15.0
UTA,NYK,0,0,-15.0
TOR,GSW,0,1,-15.0
BKN,OKC,0,0,-16.0
DAL,SAC,0,1,-16.0
MIA,MIN,0,0,-16.0
NOP,LAC,0,1,-16.0
LAC,PHX,0,1,-16.0
SAS,CLE,0,1,-16.0
LAL,ATL,0,0,-16.0
LAL,CHI,0,0,-16.0
WAS,HOU,0,0,-16.0
CHA,GSW,0,1,-18.0
LAL,BKN,0,1,-18.0
MIA,ORL,0,0,-18.0
POR,NOP,0,0,-19.0
CHI,OKC,0,1,-20.0
UTA,SAC,0,0,-21.0
SAC,DEN,0,0,-21.0
LAC,OKC,0,0,-22.0
UTA,PHX,0,0,-22.0
CHA,NYK,0,0,-22.0
IND,GSW,0,1,-22.0
HOU,GSW,0,1,-23.0
MIN,OKC,0,0,-23.0
IND,LAC,0,1,-24.0
WAS,LAC,0,0,-25.0
HOU,MIN,0,1,-27.0
UTA,MIN,0,0,-28.0
UTA,NOP,0,0,-29.0
HOU,ORL,0,0,-30.0
MEM,ORL,0,0,-30.0
MEM,SAC,0,1,-31.0
ATL,DEN,0,0,-32.0
SAS,BOS,0,1,-33.0
GSW,NOP,0,1,-36.0
WAS,CLE,0,0,-39.0
MIL,CLE,0,0,-40.0
ATL,IND,0,0,-42.0
UTA,DAL,0,0,-50.0
WAS,PHI,1,1,35.0
TOR,PHI,1,1,32.0
WAS,DEN,1,1,30.0
DEN,MEM,1,1,29.0
NOP,HOU,1,1,28.0
CHA,NYK,1,0,28.0
UTA,PHX,1,1,27.0
MEM,HOU,1,1,26.0
NOP,PHI,1,1,25.0
CHI,NYK,1,0,24.0
SAS,MIN,1,1,22.0
MEM,NYK,1,1,22.0
MEM,NYK,1,0,21.0
PHI,DET,1,1,20.0
POR,DAL,1,1,19.0
SAS,ATL,1,0,19.0
IND,LAL,1,1,19.0
CHI,BKN,1,0,18.0
CHI,SAC,1,1,18.0
BOS,ORL,1,1,17.0
MIA,DEN,1,1,17.0
LAL,ORL,1,1,17.0
MIA,PHX,1,1,17.0
WAS,ORL,1,1,16.0
OKC,MEM,1,1,16.0
MEM,LAC,1,1,16.0
SAS,GSW,1,1,15.0
OKC,DAL,1,1,15.0
PHI,NOP,1,1,15.0
CLE,MEM,1,1,14.0
WAS,NYK,1,1,14.0
SAS,LAL,1,1,14.0
DET,ORL,1,0,14.0
POR,SAS,1,1,13.0
